keyword_country,keyword_raw,keyword,kw_match,match_mode,regex_pattern,stance_original,stance_primary,context
Laos,sexual harassment (generic),sexual harassment,sexual harassment,word,\bsexual\ harassment\b,Support / Generic Term,Support,No documented movement.
Laos,ການລ່ວງລະເມີດທາງເພດ,ການລ່ວງລະເມີດທາງເພດ,ການລ່ວງລະເມີດທາງເພດ,substr,,Support / Search Term,Support,Lao publication/search keyword. Translation/Gloss: sexual harassment.
Latvia,#HimToo,#HimToo,himtoo,word,\bhimtoo\b,Backlash / Counter,Backlash,Major counter-/backlash hashtag that recast #MeToo through false-accusation or accused-men-as-victims narratives; included as a global backlash search term. Translation/Gloss: Him too.
Latvia,#MeToo,#MeToo,metoo,word,\bmetoo\b,Support / Global,Support,Baseline global #MeToo hashtag; included for every country/territory as the common cross-border search term. Translation/Gloss: Me too.
Latvia,seksuālā uzmākšanās,seksuālā uzmākšanās,seksuālā uzmākšanās,substr,,Support / Generic Term,Support,No distinct national wave documented.
Lebanon,#HimToo,#HimToo,himtoo,word,\bhimtoo\b,Backlash / Counter,Backlash,Major counter-/backlash hashtag that recast #MeToo through false-accusation or accused-men-as-victims narratives; included as a global backlash search term. Translation/Gloss: Him too.
Lebanon,#MeToo,#MeToo,metoo,word,\bmetoo\b,Support / Global,Support,Baseline global #MeToo hashtag; included for every country/territory as the common cross-border search term. Translation/Gloss: Me too.
Lebanon,#Mesh_Basita,#Mesh_Basita,mesh_basita,word,\bmesh_basita\b,Support / Adjacent,Support,Lebanon: national campaign that sparked debate on anti-sexual-harassment protections and Law No. 205. Native script: #مش_بسيطة. Translation/Gloss: Not okay / not simple.
Lebanon,#MosqueMeToo,#MosqueMeToo,mosquemetoo,word,\bmosquemetoo\b,Support / Adjacent,Support,"Hashtag for Muslim women's accounts of harassment/abuse during Hajj, in mosques, or in religious spaces. Translation/Gloss: MeToo in mosque/Hajj contexts."
Lebanon,#أنا_أيضا,#أنا_أيضا,أنا_أيضا,substr,,Support / Translation,Support,Formal Arabic equivalent of #MeToo. Translation/Gloss: Me too / I also.
Lebanon,#أنا_كمان,#أنا_كمان,أنا_كمان,substr,,Support / Translation,Support,Arabic #MeToo counterpart used across Arabic-speaking social media. Translation/Gloss: Me too.
Lebanon,Marwan Habib,Marwan Habib,marwan habib,word,\bmarwan\ habib\b,Support / Case,Support,Serial harasser publicly exposed by dozens of women (2019-21; later arrested in Miami) - Lebanon's most visible MeToo thread; NGO KAFA central to GBV coverage.
Lebanon,التحرش_الجنسي,التحرش_الجنسي,التحرش_الجنسي,substr,,Support / Search Term,Support,Arabic publication/search keyword. Translation/Gloss: sexual harassment.
Lebanon,العنف_ضد_المرأة,العنف_ضد_المرأة,العنف_ضد_المرأة,substr,,Support / Search Term,Support,Arabic publication/search keyword. Translation/Gloss: violence against women.
Lebanon,تحرش (Lebanon 2020 wave),تحرش (Lebanon 2020 wave),تحرش (lebanon 2020 wave),substr,,Support,Support,Mid-2020 social-media wave of naming abusers paralleling Egypt's; largely account-driven rather than one hashtag.
Lesotho,#BelieveWomen,#BelieveWomen,believewomen,word,\bbelievewomen\b,Support / Solidarity,Support,Survivor-belief and anti-victim-blaming phrase used in #MeToo-related discourse. Translation/Gloss: Believe women.
Lesotho,#HimToo,#HimToo,himtoo,word,\bhimtoo\b,Backlash / Counter,Backlash,Major counter-/backlash hashtag that recast #MeToo through false-accusation or accused-men-as-victims narratives; included as a global backlash search term. Translation/Gloss: Him too.
Lesotho,#MeToo,#MeToo,metoo,word,\bmetoo\b,Support / Global,Support,Baseline global #MeToo hashtag; included for every country/territory as the common cross-border search term. Translation/Gloss: Me too.
Lesotho,#TimesUp,#TimesUp,timesup,word,\btimesup\b,Support / Solidarity,Support,Transnational accountability and anti-harassment hashtag frequently paired with #MeToo. Translation/Gloss: Time is up.
Lesotho,sexual harassment,sexual harassment,sexual harassment,word,\bsexual\ harassment\b,Support / Search Term,Support,English search keyword for #MeToo-related social-media and publication searches. Translation/Gloss: sexual harassment.
Lesotho,violence against women,violence against women,violence against women,word,\bviolence\ against\ women\b,Support / Search Term,Support,English search keyword for adjacent #MeToo and gender-based violence coverage. Translation/Gloss: violence against women.
Liberia,#BelieveWomen,#BelieveWomen,believewomen,word,\bbelievewomen\b,Support / Solidarity,Support,Survivor-belief and anti-victim-blaming phrase used in #MeToo-related discourse. Translation/Gloss: Believe women.
Liberia,#HimToo,#HimToo,himtoo,word,\bhimtoo\b,Backlash / Counter,Backlash,Major counter-/backlash hashtag that recast #MeToo through false-accusation or accused-men-as-victims narratives; included as a global backlash search term. Translation/Gloss: Him too.
Liberia,#MeToo,#MeToo,metoo,word,\bmetoo\b,Support / Global,Support,Baseline global #MeToo hashtag; included for every country/territory as the common cross-border search term. Translation/Gloss: Me too.
Liberia,#TimesUp,#TimesUp,timesup,word,\btimesup\b,Support / Solidarity,Support,Transnational accountability and anti-harassment hashtag frequently paired with #MeToo. Translation/Gloss: Time is up.
Liberia,More Than Me,More Than Me,more than me,word,\bmore\ than\ me\b,Support / Exposure,Support,2018 ProPublica/Time investigation into abuse at the More Than Me charity school.
Liberia,anti-rape protests 2020,anti-rape protests 2020,anti-rape protests 2020,word,\banti\-rape\ protests\ 2020\b,Support,Support,Aug-Sep 2020 mass protests over rape surge; President Weah declared rape a national emergency.
Liberia,sexual harassment,sexual harassment,sexual harassment,word,\bsexual\ harassment\b,Support / Search Term,Support,English search keyword for #MeToo-related social-media and publication searches. Translation/Gloss: sexual harassment.
Liberia,violence against women,violence against women,violence against women,word,\bviolence\ against\ women\b,Support / Search Term,Support,English search keyword for adjacent #MeToo and gender-based violence coverage. Translation/Gloss: violence against women.
Libya,#HimToo,#HimToo,himtoo,word,\bhimtoo\b,Backlash / Counter,Backlash,Major counter-/backlash hashtag that recast #MeToo through false-accusation or accused-men-as-victims narratives; included as a global backlash search term. Translation/Gloss: Him too.
Libya,#MeToo,#MeToo,metoo,word,\bmetoo\b,Support / Global,Support,Baseline global #MeToo hashtag; included for every country/territory as the common cross-border search term. Translation/Gloss: Me too.
Libya,#MosqueMeToo,#MosqueMeToo,mosquemetoo,word,\bmosquemetoo\b,Support / Adjacent,Support,"Hashtag for Muslim women's accounts of harassment/abuse during Hajj, in mosques, or in religious spaces. Translation/Gloss: MeToo in mosque/Hajj contexts."
Libya,#أنا_أيضا,#أنا_أيضا,أنا_أيضا,substr,,Support / Translation,Support,Formal Arabic equivalent of #MeToo. Translation/Gloss: Me too / I also.
Libya,#أنا_كمان,#أنا_كمان,أنا_كمان,substr,,Support / Translation,Support,Arabic #MeToo counterpart used across Arabic-speaking social media. Translation/Gloss: Me too.
Libya,التحرش_الجنسي,التحرش_الجنسي,التحرش_الجنسي,substr,,Support / Search Term,Support,Arabic publication/search keyword. Translation/Gloss: sexual harassment.
Libya,العنف_ضد_المرأة,العنف_ضد_المرأة,العنف_ضد_المرأة,substr,,Support / Search Term,Support,Arabic publication/search keyword. Translation/Gloss: violence against women.
Liechtenstein,#HimToo,#HimToo,himtoo,word,\bhimtoo\b,Backlash / Counter,Backlash,Major counter-/backlash hashtag that recast #MeToo through false-accusation or accused-men-as-victims narratives; included as a global backlash search term. Translation/Gloss: Him too.
Liechtenstein,#IchAuch,#IchAuch,ichauch,word,\bichauch\b,Support / Translation,Support,German equivalent of #MeToo. Translation/Gloss: Me too.
Liechtenstein,#MeToo,#MeToo,metoo,word,\bmetoo\b,Support / Global,Support,Baseline global #MeToo hashtag; included for every country/territory as the common cross-border search term. Translation/Gloss: Me too.
Liechtenstein,#aufschrei,#aufschrei,aufschrei,word,\baufschrei\b,Support / Adjacent,Support,German anti-sexism hashtag predating and overlapping #MeToo themes. Translation/Gloss: Outcry.
Liechtenstein,sexuelle Belästigung,sexuelle Belästigung,sexuelle belästigung,substr,,Support / Search Term,Support,German publication/search keyword. Translation/Gloss: sexual harassment.
Lithuania,#HimToo,#HimToo,himtoo,word,\bhimtoo\b,Backlash / Counter,Backlash,Major counter-/backlash hashtag that recast #MeToo through false-accusation or accused-men-as-victims narratives; included as a global backlash search term. Translation/Gloss: Him too.
Lithuania,#MeToo,#MeToo,metoo,word,\bmetoo\b,Support / Global,Support,Baseline global #MeToo hashtag; included for every country/territory as the common cross-border search term. Translation/Gloss: Me too.
Lithuania,Šarūnas Bartas,Šarūnas Bartas,šarūnas bartas,substr,,Support / Trigger Case,Support,Nov 2017: film director accused by several women - Lithuania's MeToo trigger (also MP Kęstutis Pūkas harassment case 2017).
Luxembourg,#BalanceTonPorc,#BalanceTonPorc,balancetonporc,word,\bbalancetonporc\b,Support / Adjacent,Support,French #MeToo-era hashtag for naming or denouncing perpetrators; also provoked public backlash debates. Translation/Gloss: Expose/denounce your pig.
Luxembourg,#HimToo,#HimToo,himtoo,word,\bhimtoo\b,Backlash / Counter,Backlash,Major counter-/backlash hashtag that recast #MeToo through false-accusation or accused-men-as-victims narratives; included as a global backlash search term. Translation/Gloss: Him too.
Luxembourg,#IchAuch,#IchAuch,ichauch,word,\bichauch\b,Support / Translation,Support,German equivalent of #MeToo. Translation/Gloss: Me too.
Luxembourg,#MeToo,#MeToo,metoo,word,\bmetoo\b,Support / Global,Support,Baseline global #MeToo hashtag; included for every country/territory as the common cross-border search term. Translation/Gloss: Me too.
Luxembourg,#MoiAussi,#MoiAussi,moiaussi,word,\bmoiaussi\b,Support / Translation,Support,"French-language equivalent of #MeToo, documented in Canada/Francophone coverage. Translation/Gloss: Me too."
Luxembourg,#NousToutes,#NousToutes,noustoutes,word,\bnoustoutes\b,Support / Adjacent,Support,French feminist collective/hashtag after #MeToo and #BalanceTonPorc focused on violence against women. Translation/Gloss: All of us women.
Luxembourg,#aufschrei,#aufschrei,aufschrei,word,\baufschrei\b,Support / Adjacent,Support,German anti-sexism hashtag predating and overlapping #MeToo themes. Translation/Gloss: Outcry.
Luxembourg,harcèlement sexuel,harcèlement sexuel,harcèlement sexuel,substr,,Support / Search Term,Support,French publication/search keyword. Translation/Gloss: sexual harassment.
Luxembourg,sexuelle Belästigung,sexuelle Belästigung,sexuelle belästigung,substr,,Support / Search Term,Support,German publication/search keyword. Translation/Gloss: sexual harassment.
Macau,#ChegaDeFiuFiu,#ChegaDeFiuFiu,chegadefiufiu,word,\bchegadefiufiu\b,Support / Adjacent,Support,Brazil-origin anti-street-harassment campaign; relevant for Portuguese-language searches. Translation/Gloss: Enough with catcalling.
Macau,#EuTambém,#EuTambém,eutambém,substr,,Support / Translation,Support,Portuguese equivalent of #MeToo. Translation/Gloss: Me too.
Macau,#HimToo,#HimToo,himtoo,word,\bhimtoo\b,Backlash / Counter,Backlash,Major counter-/backlash hashtag that recast #MeToo through false-accusation or accused-men-as-victims narratives; included as a global backlash search term. Translation/Gloss: Him too.
Macau,#MeToo,#MeToo,metoo,word,\bmetoo\b,Support / Global,Support,Baseline global #MeToo hashtag; included for every country/territory as the common cross-border search term. Translation/Gloss: Me too.
Macau,#PrimeiroAssédio,#PrimeiroAssédio,primeiroassédio,substr,,Support / Adjacent,Support,Brazil-origin hashtag where women shared first harassment experiences. Translation/Gloss: First harassment.
Macau,#RiceBunny,#RiceBunny,ricebunny,word,\bricebunny\b,Support / Censorship Workaround,Support,English transliteration/hashtag version of the Chinese coded #MeToo phrase. Translation/Gloss: Rice bunny / MeToo homophone.
Macau,#我也是,#我也是,我也是,substr,,Support / Translation,Support,Chinese #MeToo equivalent. Translation/Gloss: Me too.
Macau,assédio sexual,assédio sexual,assédio sexual,substr,,Support / Search Term,Support,Portuguese publication/search keyword. Translation/Gloss: sexual harassment.
Macau,性骚扰,性骚扰,性骚扰,substr,,Support / Search Term,Support,Chinese publication/search keyword. Translation/Gloss: sexual harassment.
Madagascar,#BalanceTonPorc,#BalanceTonPorc,balancetonporc,word,\bbalancetonporc\b,Support / Adjacent,Support,French #MeToo-era hashtag for naming or denouncing perpetrators; also provoked public backlash debates. Translation/Gloss: Expose/denounce your pig.
Madagascar,#HimToo,#HimToo,himtoo,word,\bhimtoo\b,Backlash / Counter,Backlash,Major counter-/backlash hashtag that recast #MeToo through false-accusation or accused-men-as-victims narratives; included as a global backlash search term. Translation/Gloss: Him too.
Madagascar,#MeToo,#MeToo,metoo,word,\bmetoo\b,Support / Global,Support,Baseline global #MeToo hashtag; included for every country/territory as the common cross-border search term. Translation/Gloss: Me too.
Madagascar,#MoiAussi,#MoiAussi,moiaussi,word,\bmoiaussi\b,Support / Translation,Support,"French-language equivalent of #MeToo, documented in Canada/Francophone coverage. Translation/Gloss: Me too."
Madagascar,#NousToutes,#NousToutes,noustoutes,word,\bnoustoutes\b,Support / Adjacent,Support,French feminist collective/hashtag after #MeToo and #BalanceTonPorc focused on violence against women. Translation/Gloss: All of us women.
Madagascar,#ZaKoa,#ZaKoa,zakoa,word,\bzakoa\b,Support / Translation / Localized,Support,Malagasy #MeToo title/keyword associated with Hary Rabary's feminist novel and discussion of rape/harassment in Madagascar. Translation/Gloss: Me too.
Madagascar,harcèlement sexuel,harcèlement sexuel,harcèlement sexuel,substr,,Support / Search Term,Support,French publication/search keyword. Translation/Gloss: sexual harassment.
Malawi,#BelieveWomen,#BelieveWomen,believewomen,word,\bbelievewomen\b,Support / Solidarity,Support,Survivor-belief and anti-victim-blaming phrase used in #MeToo-related discourse. Translation/Gloss: Believe women.
Malawi,#HimToo,#HimToo,himtoo,word,\bhimtoo\b,Backlash / Counter,Backlash,Major counter-/backlash hashtag that recast #MeToo through false-accusation or accused-men-as-victims narratives; included as a global backlash search term. Translation/Gloss: Him too.
Malawi,#MeToo,#MeToo,metoo,word,\bmetoo\b,Support / Global,Support,Baseline global #MeToo hashtag; included for every country/territory as the common cross-border search term. Translation/Gloss: Me too.
Malawi,#TimesUp,#TimesUp,timesup,word,\btimesup\b,Support / Solidarity,Support,Transnational accountability and anti-harassment hashtag frequently paired with #MeToo. Translation/Gloss: Time is up.
Malawi,sexual harassment,sexual harassment,sexual harassment,word,\bsexual\ harassment\b,Support / Search Term,Support,English search keyword for #MeToo-related social-media and publication searches. Translation/Gloss: sexual harassment.
Malawi,violence against women,violence against women,violence against women,word,\bviolence\ against\ women\b,Support / Search Term,Support,English search keyword for adjacent #MeToo and gender-based violence coverage. Translation/Gloss: violence against women.
Malaysia,#HimToo,#HimToo,himtoo,word,\bhimtoo\b,Backlash / Counter,Backlash,Major counter-/backlash hashtag that recast #MeToo through false-accusation or accused-men-as-victims narratives; included as a global backlash search term. Translation/Gloss: Him too.
Malaysia,#MakeSchoolASaferPlace,#MakeSchoolASaferPlace,makeschoolasaferplace,word,\bmakeschoolasaferplace\b,Support,Support,"Apr 2021: 17-year-old Ain Husniza exposed a teacher's rape joke on TikTok; faced police report and lawsuit threats (backlash), sparking national debate on school sexual culture."
Malaysia,#MeToo,#MeToo,metoo,word,\bmetoo\b,Support / Global,Support,Baseline global #MeToo hashtag; included for every country/territory as the common cross-border search term. Translation/Gloss: Me too.
Malaysia,#MulaiBicara,#MulaiBicara,mulaibicara,word,\bmulaibicara\b,Support / Adjacent,Support,Southeast Asian #MeToo-adjacent phrase for beginning to speak about harassment/violence. Translation/Gloss: Start speaking.
Malaysia,#SayaJuga,#SayaJuga,sayajuga,word,\bsayajuga\b,Support / Translation / Localized,Support,Malay/Indonesian equivalent and local #MeToo-inspired hashtag. Translation/Gloss: Me too.
Malaysia,gangguan seksual,gangguan seksual,gangguan seksual,word,\bgangguan\ seksual\b,Support / Generic Term,Support,Recall term; AWAM is the key NGO; Anti-Sexual Harassment Act passed 2022.
Malaysia,pelecehan seksual,pelecehan seksual,pelecehan seksual,word,\bpelecehan\ seksual\b,Support / Search Term,Support,Indonesian/Malay publication/search keyword. Translation/Gloss: sexual harassment.
Maldives,#HimToo,#HimToo,himtoo,word,\bhimtoo\b,Backlash / Counter,Backlash,Major counter-/backlash hashtag that recast #MeToo through false-accusation or accused-men-as-victims narratives; included as a global backlash search term. Translation/Gloss: Him too.
Maldives,#MeToo,#MeToo,metoo,word,\bmetoo\b,Support / Global,Support,Baseline global #MeToo hashtag; included for every country/territory as the common cross-border search term. Translation/Gloss: Me too.
Mali,#BalanceTonPorc,#BalanceTonPorc,balancetonporc,word,\bbalancetonporc\b,Support / Adjacent,Support,French #MeToo-era hashtag for naming or denouncing perpetrators; also provoked public backlash debates. Translation/Gloss: Expose/denounce your pig.
Mali,#HimToo,#HimToo,himtoo,word,\bhimtoo\b,Backlash / Counter,Backlash,Major counter-/backlash hashtag that recast #MeToo through false-accusation or accused-men-as-victims narratives; included as a global backlash search term. Translation/Gloss: Him too.
Mali,#MeToo,#MeToo,metoo,word,\bmetoo\b,Support / Global,Support,Baseline global #MeToo hashtag; included for every country/territory as the common cross-border search term. Translation/Gloss: Me too.
Mali,#MoiAussi,#MoiAussi,moiaussi,word,\bmoiaussi\b,Support / Translation,Support,"French-language equivalent of #MeToo, documented in Canada/Francophone coverage. Translation/Gloss: Me too."
Mali,#NousToutes,#NousToutes,noustoutes,word,\bnoustoutes\b,Support / Adjacent,Support,French feminist collective/hashtag after #MeToo and #BalanceTonPorc focused on violence against women. Translation/Gloss: All of us women.
Mali,harcèlement sexuel,harcèlement sexuel,harcèlement sexuel,substr,,Support / Search Term,Support,French publication/search keyword. Translation/Gloss: sexual harassment.
Malta,#BelieveWomen,#BelieveWomen,believewomen,word,\bbelievewomen\b,Support / Solidarity,Support,Survivor-belief and anti-victim-blaming phrase used in #MeToo-related discourse. Translation/Gloss: Believe women.
Malta,#HimToo,#HimToo,himtoo,word,\bhimtoo\b,Backlash / Counter,Backlash,Major counter-/backlash hashtag that recast #MeToo through false-accusation or accused-men-as-victims narratives; included as a global backlash search term. Translation/Gloss: Him too.
Malta,#MeToo,#MeToo,metoo,word,\bmetoo\b,Support / Global,Support,Baseline global #MeToo hashtag; included for every country/territory as the common cross-border search term. Translation/Gloss: Me too.
Malta,#TimesUp,#TimesUp,timesup,word,\btimesup\b,Support / Solidarity,Support,Transnational accountability and anti-harassment hashtag frequently paired with #MeToo. Translation/Gloss: Time is up.
Malta,sexual harassment,sexual harassment,sexual harassment,word,\bsexual\ harassment\b,Support / Search Term,Support,English search keyword for #MeToo-related social-media and publication searches. Translation/Gloss: sexual harassment.
Malta,violence against women,violence against women,violence against women,word,\bviolence\ against\ women\b,Support / Search Term,Support,English search keyword for adjacent #MeToo and gender-based violence coverage. Translation/Gloss: violence against women.
Marshall Islands,#HimToo,#HimToo,himtoo,word,\bhimtoo\b,Backlash / Counter,Backlash,Major counter-/backlash hashtag that recast #MeToo through false-accusation or accused-men-as-victims narratives; included as a global backlash search term. Translation/Gloss: Him too.
Marshall Islands,#MeToo,#MeToo,metoo,word,\bmetoo\b,Support / Global,Support,Baseline global #MeToo hashtag; included for every country/territory as the common cross-border search term. Translation/Gloss: Me too.
Martinique,#BalanceTonPorc,#BalanceTonPorc,balancetonporc,word,\bbalancetonporc\b,Support / Adjacent,Support,French #MeToo-era hashtag for naming or denouncing perpetrators; also provoked public backlash debates. Translation/Gloss: Expose/denounce your pig.
Martinique,#HimToo,#HimToo,himtoo,word,\bhimtoo\b,Backlash / Counter,Backlash,Major counter-/backlash hashtag that recast #MeToo through false-accusation or accused-men-as-victims narratives; included as a global backlash search term. Translation/Gloss: Him too.
Martinique,#MeToo,#MeToo,metoo,word,\bmetoo\b,Support / Global,Support,Baseline global #MeToo hashtag; included for every country/territory as the common cross-border search term. Translation/Gloss: Me too.
Martinique,#MoiAussi,#MoiAussi,moiaussi,word,\bmoiaussi\b,Support / Translation,Support,"French-language equivalent of #MeToo, documented in Canada/Francophone coverage. Translation/Gloss: Me too."
Martinique,#NousToutes,#NousToutes,noustoutes,word,\bnoustoutes\b,Support / Adjacent,Support,French feminist collective/hashtag after #MeToo and #BalanceTonPorc focused on violence against women. Translation/Gloss: All of us women.
Martinique,harcèlement sexuel,harcèlement sexuel,harcèlement sexuel,substr,,Support / Search Term,Support,French publication/search keyword. Translation/Gloss: sexual harassment.
Mauritania,#BalanceTonPorc,#BalanceTonPorc,balancetonporc,word,\bbalancetonporc\b,Support / Adjacent,Support,French #MeToo-era hashtag for naming or denouncing perpetrators; also provoked public backlash debates. Translation/Gloss: Expose/denounce your pig.
Mauritania,#HimToo,#HimToo,himtoo,word,\bhimtoo\b,Backlash / Counter,Backlash,Major counter-/backlash hashtag that recast #MeToo through false-accusation or accused-men-as-victims narratives; included as a global backlash search term. Translation/Gloss: Him too.
Mauritania,#MeToo,#MeToo,metoo,word,\bmetoo\b,Support / Global,Support,Baseline global #MeToo hashtag; included for every country/territory as the common cross-border search term. Translation/Gloss: Me too.
Mauritania,#MoiAussi,#MoiAussi,moiaussi,word,\bmoiaussi\b,Support / Translation,Support,"French-language equivalent of #MeToo, documented in Canada/Francophone coverage. Translation/Gloss: Me too."
Mauritania,#MosqueMeToo,#MosqueMeToo,mosquemetoo,word,\bmosquemetoo\b,Support / Adjacent,Support,"Hashtag for Muslim women's accounts of harassment/abuse during Hajj, in mosques, or in religious spaces. Translation/Gloss: MeToo in mosque/Hajj contexts."
Mauritania,#NousToutes,#NousToutes,noustoutes,word,\bnoustoutes\b,Support / Adjacent,Support,French feminist collective/hashtag after #MeToo and #BalanceTonPorc focused on violence against women. Translation/Gloss: All of us women.
Mauritania,#أنا_أيضا,#أنا_أيضا,أنا_أيضا,substr,,Support / Translation,Support,Formal Arabic equivalent of #MeToo. Translation/Gloss: Me too / I also.
Mauritania,#أنا_كمان,#أنا_كمان,أنا_كمان,substr,,Support / Translation,Support,Arabic #MeToo counterpart used across Arabic-speaking social media. Translation/Gloss: Me too.
Mauritania,harcèlement sexuel,harcèlement sexuel,harcèlement sexuel,substr,,Support / Search Term,Support,French publication/search keyword. Translation/Gloss: sexual harassment.
Mauritania,التحرش_الجنسي,التحرش_الجنسي,التحرش_الجنسي,substr,,Support / Search Term,Support,Arabic publication/search keyword. Translation/Gloss: sexual harassment.
Mauritania,العنف_ضد_المرأة,العنف_ضد_المرأة,العنف_ضد_المرأة,substr,,Support / Search Term,Support,Arabic publication/search keyword. Translation/Gloss: violence against women.
Mauritania,تحرش / harcèlement,تحرش,تحرش,substr,,Support / Generic Term,Support,No documented movement.
Mauritania,تحرش / harcèlement,harcèlement,harcèlement,substr,,Support / Generic Term,Support,No documented movement.
Mauritius,#BalanceTonPorc,#BalanceTonPorc,balancetonporc,word,\bbalancetonporc\b,Support / Adjacent,Support,French #MeToo-era hashtag for naming or denouncing perpetrators; also provoked public backlash debates. Translation/Gloss: Expose/denounce your pig.
Mauritius,#BelieveWomen,#BelieveWomen,believewomen,word,\bbelievewomen\b,Support / Solidarity,Support,Survivor-belief and anti-victim-blaming phrase used in #MeToo-related discourse. Translation/Gloss: Believe women.
Mauritius,#HimToo,#HimToo,himtoo,word,\bhimtoo\b,Backlash / Counter,Backlash,Major counter-/backlash hashtag that recast #MeToo through false-accusation or accused-men-as-victims narratives; included as a global backlash search term. Translation/Gloss: Him too.
Mauritius,#MeToo,#MeToo,metoo,word,\bmetoo\b,Support / Global,Support,Baseline global #MeToo hashtag; included for every country/territory as the common cross-border search term. Translation/Gloss: Me too.
Mauritius,#MoiAussi,#MoiAussi,moiaussi,word,\bmoiaussi\b,Support / Translation,Support,"French-language equivalent of #MeToo, documented in Canada/Francophone coverage. Translation/Gloss: Me too."
Mauritius,#NousToutes,#NousToutes,noustoutes,word,\bnoustoutes\b,Support / Adjacent,Support,French feminist collective/hashtag after #MeToo and #BalanceTonPorc focused on violence against women. Translation/Gloss: All of us women.
Mauritius,#TimesUp,#TimesUp,timesup,word,\btimesup\b,Support / Solidarity,Support,Transnational accountability and anti-harassment hashtag frequently paired with #MeToo. Translation/Gloss: Time is up.
Mauritius,harcèlement sexuel,harcèlement sexuel,harcèlement sexuel,substr,,Support / Search Term,Support,French publication/search keyword. Translation/Gloss: sexual harassment.
Mauritius,sexual harassment,sexual harassment,sexual harassment,word,\bsexual\ harassment\b,Support / Search Term,Support,English search keyword for #MeToo-related social-media and publication searches. Translation/Gloss: sexual harassment.
Mauritius,violence against women,violence against women,violence against women,word,\bviolence\ against\ women\b,Support / Search Term,Support,English search keyword for adjacent #MeToo and gender-based violence coverage. Translation/Gloss: violence against women.
Mayotte,#BalanceTonPorc,#BalanceTonPorc,balancetonporc,word,\bbalancetonporc\b,Support / Adjacent,Support,French #MeToo-era hashtag for naming or denouncing perpetrators; also provoked public backlash debates. Translation/Gloss: Expose/denounce your pig.
Mayotte,#HimToo,#HimToo,himtoo,word,\bhimtoo\b,Backlash / Counter,Backlash,Major counter-/backlash hashtag that recast #MeToo through false-accusation or accused-men-as-victims narratives; included as a global backlash search term. Translation/Gloss: Him too.
Mayotte,#MeToo,#MeToo,metoo,word,\bmetoo\b,Support / Global,Support,Baseline global #MeToo hashtag; included for every country/territory as the common cross-border search term. Translation/Gloss: Me too.
Mayotte,#MoiAussi,#MoiAussi,moiaussi,word,\bmoiaussi\b,Support / Translation,Support,"French-language equivalent of #MeToo, documented in Canada/Francophone coverage. Translation/Gloss: Me too."
Mayotte,#NousToutes,#NousToutes,noustoutes,word,\bnoustoutes\b,Support / Adjacent,Support,French feminist collective/hashtag after #MeToo and #BalanceTonPorc focused on violence against women. Translation/Gloss: All of us women.
Mayotte,harcèlement sexuel,harcèlement sexuel,harcèlement sexuel,substr,,Support / Search Term,Support,French publication/search keyword. Translation/Gloss: sexual harassment.
Mexico,#Cuéntalo,#Cuéntalo,cuéntalo,substr,,Support / Adjacent,Support,Spanish testimony hashtag associated especially with Spain and the La Manada reckoning; useful across Spanish-language searches. Translation/Gloss: Tell it / tell your story.
Mexico,#HimToo,#HimToo,himtoo,word,\bhimtoo\b,Backlash / Counter,Backlash,Major counter-/backlash hashtag that recast #MeToo through false-accusation or accused-men-as-victims narratives; included as a global backlash search term. Translation/Gloss: Him too.
Mexico,#MeToo,#MeToo,metoo,word,\bmetoo\b,Support / Global,Support,Baseline global #MeToo hashtag; included for every country/territory as the common cross-border search term. Translation/Gloss: Me too.
Mexico,#MeTooAcadémicosMx,#MeTooAcadémicosMx,metooacadémicosmx,substr,,Support / Sectoral,Support,Mexico: academic-sector hashtag used in the 2019 Mexican #MeToo wave. Translation/Gloss: MeToo Mexican academics.
Mexico,#MeTooCineMexicano,#MeTooCineMexicano,metoocinemexicano,word,\bmetoocinemexicano\b,Support / Sectoral,Support,Mexico: film-sector hashtag in the broader Mexican #MeToo cascade. Translation/Gloss: MeToo Mexican cinema.
Mexico,#MeTooEscritoresMexicanos,#MeTooEscritoresMexicanos,metooescritoresmexicanos,word,\bmetooescritoresmexicanos\b,Support / Sectoral,Support,Mexico: literary-sector disclosures sparked a cascade of sectoral #MeToo hashtags. Translation/Gloss: MeToo Mexican writers.
Mexico,#MeTooEscritoresMexicanos (+ sectoral #MeTooMx),#MeTooEscritoresMexicanos (+ sectoral #MeTooMx),metooescritoresmexicanos (+ sectoral #metoomx),word,\bmetooescritoresmexicanos\ \(\+\ sectoral\ \#metoomx\)\b,Support,Support,"Mar 2019 sectoral wave (writers, journalists, academics, film). Musician Armando Vega Gil died by suicide after an anonymous accusation - became the flashpoint for backlash against anonymous naming."
Mexico,#MeTooMX,#MeTooMX,metoomx,word,\bmetoomx\b,Support,Support,"Took hold through industry-specific splinter accounts, focusing heavily on exposing abusers in journalism, literature, and the arts."
Mexico,#MeTooPeriodistasMexicanos,#MeTooPeriodistasMexicanos,metooperiodistasmexicanos,word,\bmetooperiodistasmexicanos\b,Support / Sectoral,Support,Mexico: journalism-sector disclosures followed the literary-sector #MeToo wave. Translation/Gloss: MeToo Mexican journalists.
Mexico,#MiPrimerAcoso,#MiPrimerAcoso,miprimeracoso,word,\bmiprimeracoso\b,Support,Support,"'My first harassment', Apr 2016, launched after the assault on journalist Andrea Noel - major precursor."
